in s,C1 in V
1.32012E-05,-2.49023E-04
1.32024E-05,-2.88086E-04
1.32036E-05,-2.88086E-04
1.32048E-05,-3.17383E-04
1.32060E-05,-1.22070E-04
1.32072E-05,-2.00195E-04
1.32084E-05,-1.80664E-04
1.32096E-05,-2.29492E-04
1.32108E-05,-1.80664E-04
1.32120E-05,-2.29492E-04
1.32132E-05,-1.51367E-04
1.32144E-05,-2.97852E-04
1.32156E-05,-1.80664E-04
1.32168E-05,-2.68555E-04
1.32180E-05,-1.41602E-04
1.32192E-05,-2.19727E-04
1.32204E-05,-1.80664E-04
1.32216E-05,-2.68555E-04
1.32228E-05,-3.56445E-04
1.32240E-05,-2.19727E-04
1.32252E-05,-3.17383E-04
1.32264E-05,-2.49023E-04
1.32276E-05,-2.19727E-04
1.32288E-05,-2.19727E-04
1.32300E-05,-2.58789E-04
1.32312E-05,-4.39453E-05
1.32324E-05,-2.78320E-04
1.32336E-05,-1.80664E-04
1.32348E-05,-1.61133E-04
1.32360E-05,-1.80664E-04
1.32372E-05,-2.88086E-04
1.32384E-05,-1.12305E-04
1.32396E-05,-5.37109E-05
1.32408E-05,-1.70898E-04
1.32420E-05,-2.78320E-04
1.32432E-05,-2.68555E-04
1.32444E-05,-3.36914E-04
1.32456E-05,-2.49023E-04
1.32468E-05,-2.29492E-04
1.32480E-05,-2.29492E-04
1.32492E-05,-2.29492E-04
1.32504E-05,-2.39258E-04
1.32516E-05,-3.36914E-04
1.32528E-05,-2.97852E-04
1.32540E-05,-2.49023E-04
1.32552E-05,-1.51367E-04
1.32564E-05,-2.68555E-04
1.32576E-05,-8.30078E-05
1.32588E-05,-2.78320E-04
1.32600E-05,-8.30078E-05
1.32612E-05,-2.19727E-04
1.32624E-05,-2.97852E-04
1.32636E-05,-2.39258E-04
1.32648E-05,-2.00195E-04
1.32660E-05,-2.09961E-04
1.32672E-05,-4.24805E-04
1.32684E-05,-1.80664E-04
1.32696E-05,-2.97852E-04
1.32708E-05,-2.49023E-04
1.32720E-05,-3.66211E-04
1.32732E-05,-3.27148E-04
1.32744E-05,-2.49023E-04
1.32756E-05,-2.88086E-04
1.32768E-05,-3.95508E-04
1.32780E-05,-2.68555E-04
1.32792E-05,-4.24805E-04
1.32804E-05,-2.19727E-04
1.32816E-05,-2.09961E-04
1.32828E-05,-2.78320E-04
1.32840E-05,-2.49023E-04
1.32852E-05,-2.88086E-04
1.32864E-05,-2.68555E-04
1.32876E-05,-2.68555E-04
1.32888E-05,-3.56445E-04
1.32900E-05,-2.88086E-04
1.32912E-05,-2.58789E-04
1.32924E-05,-3.17383E-04
1.32936E-05,-3.07617E-04
1.32948E-05,-2.00195E-04
1.32960E-05,-2.78320E-04
1.32972E-05,-3.56445E-04
1.32984E-05,-2.78320E-04
1.32996E-05,-2.49023E-04
1.33008E-05,-2.88086E-04
1.33020E-05,-2.49023E-04
1.33032E-05,-2.49023E-04
1.33044E-05,-2.09961E-04
1.33056E-05,-2.49023E-04
1.33068E-05,-2.88086E-04
1.33080E-05,-2.00195E-04
1.33092E-05,-2.88086E-04
1.33104E-05,-3.27148E-04
1.33116E-05,-2.49023E-04
1.33128E-05,-2.29492E-04
1.33140E-05,-1.90430E-04
1.33152E-05,-9.27734E-05
1.33164E-05,-2.58789E-04
1.33176E-05,-1.61133E-04
1.33188E-05,-1.80664E-04
1.33200E-05,-3.85742E-04
1.33212E-05,-1.90430E-04
1.33224E-05,-2.19727E-04
1.33236E-05,-2.19727E-04
1.33248E-05,-2.29492E-04
1.33260E-05,-3.07617E-04
1.33272E-05,-2.58789E-04
1.33284E-05,-1.80664E-04
1.33296E-05,-3.07617E-04
1.33308E-05,-2.29492E-04
1.33320E-05,-2.00195E-04
1.33332E-05,-2.09961E-04
1.33344E-05,-2.88086E-04
1.33356E-05,-3.75977E-04
1.33368E-05,-1.12305E-04
1.33380E-05,-2.39258E-04
1.33392E-05,-3.46680E-04
1.33404E-05,-1.61133E-04
1.33416E-05,-3.17383E-04
1.33428E-05,-1.80664E-04
1.33440E-05,-3.27148E-04
1.33452E-05,-3.56445E-04
1.33464E-05,-1.70898E-04
1.33476E-05,-1.80664E-04
1.33488E-05,-9.27734E-05
1.33500E-05,-1.70898E-04
1.33512E-05,-1.70898E-04
1.33524E-05,-2.88086E-04
1.33536E-05,-2.09961E-04
1.33548E-05,-2.29492E-04
1.33560E-05,-3.41797E-05
1.33572E-05,-2.58789E-04
1.33584E-05,-7.32422E-05
1.33596E-05,-2.29492E-04
1.33608E-05,-1.61133E-04
1.33620E-05,-2.58789E-04
1.33632E-05,-2.68555E-04
1.33644E-05,-1.90430E-04
1.33656E-05,-2.00195E-04
1.33668E-05,-2.78320E-04
1.33680E-05,-1.41602E-04
1.33692E-05,-1.80664E-04
1.33704E-05,-2.19727E-04
1.33716E-05,-1.90430E-04
1.33728E-05,-2.78320E-04
1.33740E-05,-2.68555E-04
1.33752E-05,-1.90430E-04
1.33764E-05,-1.80664E-04
1.33776E-05,-2.68555E-04
1.33788E-05,-2.58789E-04
1.33800E-05,-2.78320E-04
1.33812E-05,-1.80664E-04
1.33824E-05,-3.17383E-04
1.33836E-05,-3.95508E-04
1.33848E-05,-2.88086E-04
1.33860E-05,-3.46680E-04
1.33872E-05,-1.41602E-04
1.33884E-05,-2.49023E-04
1.33896E-05,-1.80664E-04
1.33908E-05,-2.49023E-04
1.33920E-05,-3.17383E-04
1.33932E-05,-2.49023E-04
1.33944E-05,-2.29492E-04
1.33956E-05,-4.24805E-04
1.33968E-05,-2.19727E-04
1.33980E-05,-3.36914E-04
1.33992E-05,-1.80664E-04
1.34004E-05,-1.41602E-04
1.34016E-05,-2.49023E-04
1.34028E-05,-1.80664E-04
1.34040E-05,-1.41602E-04
1.34052E-05,-3.07617E-04
1.34064E-05,-3.17383E-04
1.34076E-05,-3.85742E-04
1.34088E-05,-2.78320E-04
1.34100E-05,-2.09961E-04
1.34112E-05,-2.49023E-04
1.34124E-05,-2.78320E-04
1.34136E-05,-2.19727E-04
1.34148E-05,-1.61133E-04
1.34160E-05,-3.85742E-04
1.34172E-05,-1.80664E-04
1.34184E-05,-1.61133E-04
1.34196E-05,-3.75977E-04
1.34208E-05,-2.19727E-04
1.34220E-05,-2.19727E-04
1.34232E-05,-2.09961E-04
1.34244E-05,-2.88086E-04
1.34256E-05,-3.27148E-04
1.34268E-05,-1.61133E-04
1.34280E-05,-2.29492E-04
1.34292E-05,-1.61133E-04
1.34304E-05,-2.88086E-04
1.34316E-05,-5.37109E-05
1.34328E-05,-2.29492E-04
1.34340E-05,-1.70898E-04
1.34352E-05,-3.56445E-04
1.34364E-05,-2.68555E-04
1.34376E-05,-2.29492E-04
1.34388E-05,-3.36914E-04
1.34400E-05,-2.09961E-04
1.34412E-05,-3.27148E-04
1.34424E-05,-3.46680E-04
1.34436E-05,-1.41602E-04
1.34448E-05,-2.09961E-04
1.34460E-05,-2.68555E-04
1.34472E-05,-2.58789E-04
1.34484E-05,-2.29492E-04
1.34496E-05,-2.00195E-04
1.34508E-05,-1.70898E-04
1.34520E-05,-2.49023E-04
1.34532E-05,-2.19727E-04
1.34544E-05,-1.12305E-04
1.34556E-05,-2.00195E-04
1.34568E-05,-1.70898E-04
1.34580E-05,-2.00195E-04
1.34592E-05,-2.19727E-04
1.34604E-05,-1.02539E-04
1.34616E-05,-2.09961E-04
1.34628E-05,-2.68555E-04
1.34640E-05,-1.61133E-04
1.34652E-05,-2.88086E-04
1.34664E-05,-1.41602E-04
1.34676E-05,-2.00195E-04
1.34688E-05,-2.97852E-04
1.34700E-05,-1.90430E-04
1.34712E-05,-1.22070E-04
1.34724E-05,-1.80664E-04
1.34736E-05,-2.39258E-04
1.34748E-05,-2.09961E-04
1.34760E-05,-2.49023E-04
1.34772E-05,-3.66211E-04
1.34784E-05,-2.00195E-04
1.34796E-05,-3.17383E-04
1.34808E-05,-2.00195E-04
1.34820E-05,-1.61133E-04
1.34832E-05,-3.46680E-04
1.34844E-05,-1.41602E-04
1.34856E-05,-2.49023E-04
1.34868E-05,-1.90430E-04
1.34880E-05,-1.90430E-04
1.34892E-05,-2.19727E-04
1.34904E-05,-1.51367E-04
1.34916E-05,-1.90430E-04
1.34928E-05,-2.78320E-04
1.34940E-05,-1.41602E-04
1.34952E-05,-1.70898E-04
1.34964E-05,-2.09961E-04
1.34976E-05,-2.09961E-04
1.34988E-05,-2.09961E-04
1.35000E-05,-2.00195E-04
1.35012E-05,-2.09961E-04
1.35024E-05,-3.66211E-04
1.35036E-05,-2.88086E-04
1.35048E-05,-1.70898E-04
1.35060E-05,-2.58789E-04
1.35072E-05,-2.39258E-04
1.35084E-05,-1.80664E-04
1.35096E-05,-2.00195E-04
1.35108E-05,-3.56445E-04
1.35120E-05,-1.90430E-04
1.35132E-05,-2.49023E-04
1.35144E-05,-2.97852E-04
1.35156E-05,-1.51367E-04
1.35168E-05,-2.68555E-04
1.35180E-05,-2.97852E-04
1.35192E-05,-2.00195E-04
1.35204E-05,-1.90430E-04
1.35216E-05,-9.27734E-05
1.35228E-05,-2.19727E-04
1.35240E-05,-2.09961E-04
1.35252E-05,-3.85742E-04
1.35264E-05,-1.12305E-04
1.35276E-05,-1.90430E-04
1.35288E-05,-1.51367E-04
1.35300E-05,-2.29492E-04
1.35312E-05,-1.02539E-04
1.35324E-05,-2.58789E-04
1.35336E-05,-1.12305E-04
1.35348E-05,-1.31836E-04
1.35360E-05,-2.19727E-04
1.35372E-05,-2.58789E-04
1.35384E-05,-2.19727E-04
1.35396E-05,-2.49023E-04
1.35408E-05,-1.41602E-04
1.35420E-05,-2.97852E-04
1.35432E-05,-2.78320E-04
1.35444E-05,-2.49023E-04
1.35456E-05,-3.66211E-04
1.35468E-05,-2.49023E-04
1.35480E-05,-3.75977E-04
1.35492E-05,-2.39258E-04
1.35504E-05,-1.31836E-04
1.35516E-05,-2.00195E-04
1.35528E-05,-2.00195E-04
1.35540E-05,-1.70898E-04
1.35552E-05,-2.68555E-04
1.35564E-05,-3.17383E-04
1.35576E-05,-2.78320E-04
1.35588E-05,-2.29492E-04
1.35600E-05,-2.19727E-04
1.35612E-05,-2.09961E-04
1.35624E-05,-2.49023E-04
1.35636E-05,-1.70898E-04
1.35648E-05,-1.80664E-04
1.35660E-05,-2.09961E-04
1.35672E-05,-3.56445E-04
1.35684E-05,-2.29492E-04
1.35696E-05,-2.49023E-04
1.35708E-05,-2.78320E-04
1.35720E-05,-2.09961E-04
1.35732E-05,-1.31836E-04
1.35744E-05,-1.70898E-04
1.35756E-05,-3.07617E-04
1.35768E-05,-1.90430E-04
1.35780E-05,-4.54102E-04
1.35792E-05,-1.80664E-04
1.35804E-05,-3.17383E-04
1.35816E-05,-2.88086E-04
1.35828E-05,-2.00195E-04
1.35840E-05,-2.49023E-04
1.35852E-05,-9.27734E-05
1.35864E-05,-3.17383E-04
1.35876E-05,-1.61133E-04
1.35888E-05,-1.41602E-04
1.35900E-05,-1.70898E-04
1.35912E-05,-2.88086E-04
1.35924E-05,-1.80664E-04
1.35936E-05,-3.07617E-04
1.35948E-05,-2.58789E-04
1.35960E-05,-2.09961E-04
1.35972E-05,-1.90430E-04
1.35984E-05,-2.29492E-04
1.35996E-05,-2.58789E-04
1.36008E-05,-2.29492E-04
1.36020E-05,-2.19727E-04
1.36032E-05,-3.75977E-04
1.36044E-05,-2.88086E-04
1.36056E-05,-3.85742E-04
1.36068E-05,-3.07617E-04
1.36080E-05,-9.27734E-05
1.36092E-05,-3.17383E-04
1.36104E-05,-2.78320E-04
1.36116E-05,-1.80664E-04
1.36128E-05,-2.29492E-04
1.36140E-05,-1.61133E-04
1.36152E-05,-2.88086E-04
1.36164E-05,-2.00195E-04
1.36176E-05,-1.41602E-04
1.36188E-05,-2.88086E-04
1.36200E-05,-2.29492E-04
1.36212E-05,-2.88086E-04
1.36224E-05,-1.31836E-04
1.36236E-05,-2.00195E-04
1.36248E-05,-9.27734E-05
1.36260E-05,-2.78320E-04
1.36272E-05,-1.02539E-04
1.36284E-05,-2.58789E-04
1.36296E-05,-1.02539E-04
1.36308E-05,-2.68555E-04
1.36320E-05,-2.49023E-04
1.36332E-05,-2.29492E-04
1.36344E-05,-2.29492E-04
1.36356E-05,-2.78320E-04
1.36368E-05,-2.39258E-04
1.36380E-05,-1.80664E-04
1.36392E-05,-2.29492E-04
1.36404E-05,-1.51367E-04
1.36416E-05,-1.90430E-04
1.36428E-05,-1.41602E-04
1.36440E-05,-2.39258E-04
1.36452E-05,-2.00195E-04
1.36464E-05,-1.70898E-04
1.36476E-05,-2.49023E-04
1.36488E-05,-2.78320E-04
1.36500E-05,-2.58789E-04
1.36512E-05,-2.00195E-04
1.36524E-05,-1.70898E-04
1.36536E-05,-2.68555E-04
1.36548E-05,-2.29492E-04
1.36560E-05,-2.19727E-04
1.36572E-05,-2.49023E-04
1.36584E-05,-2.97852E-04
1.36596E-05,-1.02539E-04
1.36608E-05,-2.29492E-04
1.36620E-05,-1.51367E-04
1.36632E-05,-1.70898E-04
1.36644E-05,-1.70898E-04
1.36656E-05,-1.80664E-04
1.36668E-05,-2.97852E-04
1.36680E-05,-1.80664E-04
1.36692E-05,-1.22070E-04
1.36704E-05,-2.39258E-04
1.36716E-05,-1.90430E-04
1.36728E-05,-1.61133E-04
1.36740E-05,-2.58789E-04
1.36752E-05,-3.17383E-04
1.36764E-05,-2.29492E-04
1.36776E-05,-2.78320E-04
1.36788E-05,-3.07617E-04
1.36800E-05,-2.39258E-04
1.36812E-05,-1.51367E-04
1.36824E-05,-2.09961E-04
1.36836E-05,-1.31836E-04
1.36848E-05,-1.41602E-04
1.36860E-05,-5.37109E-05
1.36872E-05,-1.90430E-04
1.36884E-05,-1.80664E-04
1.36896E-05,-2.39258E-04
1.36908E-05,-2.19727E-04
1.36920E-05,-1.41602E-04
1.36932E-05,-2.68555E-04
1.36944E-05,-3.66211E-04
1.36956E-05,-2.49023E-04
1.36968E-05,-2.88086E-04
1.36980E-05,-2.58789E-04
1.36992E-05,-1.61133E-04
1.37004E-05,-2.09961E-04
1.37016E-05,-2.29492E-04
1.37028E-05,-2.39258E-04
1.37040E-05,-1.41602E-04
1.37052E-05,-2.29492E-04
1.37064E-05,-1.80664E-04
1.37076E-05,-2.88086E-04
1.37088E-05,-1.12305E-04
1.37100E-05,-2.09961E-04
1.37112E-05,-1.51367E-04
1.37124E-05,-9.27734E-05
1.37136E-05,-2.49023E-04
1.37148E-05,-2.49023E-04
1.37160E-05,-2.49023E-04
1.37172E-05,-5.37109E-05
1.37184E-05,-1.90430E-04
1.37196E-05,-2.09961E-04
1.37208E-05,-1.12305E-04
1.37220E-05,-9.27734E-05
1.37232E-05,-1.80664E-04
1.37244E-05,-1.90430E-04
1.37256E-05,-1.61133E-04
1.37268E-05,-8.30078E-05
1.37280E-05,-2.19727E-04
1.37292E-05,-1.90430E-04
1.37304E-05,-2.88086E-04
1.37316E-05,-2.00195E-04
1.37328E-05,-2.88086E-04
1.37340E-05,-1.90430E-04
1.37352E-05,-2.78320E-04
1.37364E-05,-2.58789E-04
1.37376E-05,-2.19727E-04
1.37388E-05,-2.78320E-04
1.37400E-05,-3.27148E-04
1.37412E-05,-1.51367E-04
1.37424E-05,-2.68555E-04
1.37436E-05,-1.51367E-04
1.37448E-05,-2.39258E-04
1.37460E-05,-2.68555E-04
1.37472E-05,-1.90430E-04
1.37484E-05,-1.51367E-04
1.37496E-05,-8.30078E-05
1.37508E-05,-2.09961E-04
1.37520E-05,-2.29492E-04
1.37532E-05,-1.02539E-04
1.37544E-05,-1.80664E-04
1.37556E-05,-2.58789E-04
1.37568E-05,-1.31836E-04
1.37580E-05,-2.00195E-04
1.37592E-05,-5.37109E-05
1.37604E-05,-1.80664E-04
1.37616E-05,-1.12305E-04
1.37628E-05,-1.41602E-04
1.37640E-05,-1.51367E-04
1.37652E-05,-1.41602E-04
1.37664E-05,-1.31836E-04
1.37676E-05,-2.19727E-04
1.37688E-05,-1.70898E-04
1.37700E-05,-1.51367E-04
1.37712E-05,4.88281E-06
1.37724E-05,-1.51367E-04
1.37736E-05,-1.02539E-04
1.37748E-05,-1.61133E-04
1.37760E-05,-9.27734E-05
1.37772E-05,-1.51367E-04
1.37784E-05,-8.30078E-05
1.37796E-05,-1.51367E-04
1.37808E-05,-1.12305E-04
1.37820E-05,-2.78320E-04
1.37832E-05,-1.41602E-04
1.37844E-05,-2.29492E-04
1.37856E-05,-2.97852E-04
1.37868E-05,-2.78320E-04
1.37880E-05,-2.09961E-04
1.37892E-05,-1.90430E-04
1.37904E-05,-6.34766E-05
1.37916E-05,-7.32422E-05
1.37928E-05,-2.58789E-04
1.37940E-05,-1.90430E-04
1.37952E-05,-7.32422E-05
1.37964E-05,-2.88086E-04
1.37976E-05,-6.34766E-05
1.37988E-05,-1.22070E-04
1.38000E-05,-9.27734E-05
1.38012E-05,-2.19727E-04
1.38024E-05,-1.12305E-04
1.38036E-05,-1.51367E-04
1.38048E-05,-1.61133E-04
1.38060E-05,-2.19727E-04
1.38072E-05,-2.39258E-04
1.38084E-05,-7.32422E-05
1.38096E-05,-2.58789E-04
1.38108E-05,-1.61133E-04
1.38120E-05,-2.29492E-04
1.38132E-05,-2.97852E-04
1.38144E-05,-2.29492E-04
1.38156E-05,-1.70898E-04
1.38168E-05,-1.70898E-04
1.38180E-05,-2.29492E-04
1.38192E-05,-1.22070E-04
1.38204E-05,-5.37109E-05
1.38216E-05,-1.61133E-04
1.38228E-05,-1.51367E-04
1.38240E-05,-1.31836E-04
1.38252E-05,-8.30078E-05
1.38264E-05,-3.07617E-04
1.38276E-05,-4.39453E-05
1.38288E-05,-3.56445E-04
1.38300E-05,-1.12305E-04
1.38312E-05,-2.19727E-04
1.38324E-05,-2.68555E-04
1.38336E-05,-6.34766E-05
1.38348E-05,-9.27734E-05
1.38360E-05,-5.37109E-05
1.38372E-05,-6.34766E-05
1.38384E-05,-1.51367E-04
1.38396E-05,-1.61133E-04
1.38408E-05,-1.12305E-04
1.38420E-05,-9.27734E-05
1.38432E-05,-7.32422E-05
1.38444E-05,-1.61133E-04
1.38456E-05,-7.32422E-05
1.38468E-05,-1.31836E-04
1.38480E-05,-1.12305E-04
1.38492E-05,-8.30078E-05
1.38504E-05,-1.61133E-04
1.38516E-05,-1.41602E-04
1.38528E-05,-1.02539E-04
1.38540E-05,-1.12305E-04
1.38552E-05,-1.41602E-04
1.38564E-05,2.44141E-05
1.38576E-05,-2.29492E-04
1.38588E-05,-1.70898E-04
1.38600E-05,-1.02539E-04
1.38612E-05,-1.61133E-04
1.38624E-05,-1.51367E-04
1.38636E-05,-1.12305E-04
1.38648E-05,-7.32422E-05
1.38660E-05,-1.31836E-04
1.38672E-05,-4.88281E-06
1.38684E-05,-2.09961E-04
1.38696E-05,-2.49023E-04
1.38708E-05,-6.34766E-05
1.38720E-05,-1.80664E-04
1.38732E-05,-1.41602E-04
1.38744E-05,4.88281E-06
1.38756E-05,-1.90430E-04
1.38768E-05,-1.80664E-04
1.38780E-05,-2.39258E-04
1.38792E-05,-1.46484E-05
1.38804E-05,-1.31836E-04
1.38816E-05,-1.70898E-04
1.38828E-05,-1.12305E-04
1.38840E-05,-1.12305E-04
1.38852E-05,-1.12305E-04
1.38864E-05,-8.30078E-05
1.38876E-05,-2.09961E-04
1.38888E-05,-2.19727E-04
1.38900E-05,-1.51367E-04
1.38912E-05,-2.19727E-04
1.38924E-05,-4.88281E-06
1.38936E-05,-6.34766E-05
1.38948E-05,-7.32422E-05
1.38960E-05,-1.31836E-04
1.38972E-05,-1.02539E-04
1.38984E-05,-1.41602E-04
1.38996E-05,-1.02539E-04
1.39008E-05,-7.32422E-05
1.39020E-05,-1.41602E-04
1.39032E-05,-2.39258E-04
1.39044E-05,-1.46484E-05
1.39056E-05,-1.70898E-04
1.39068E-05,-1.41602E-04
1.39080E-05,-1.12305E-04
1.39092E-05,-2.00195E-04
1.39104E-05,-1.22070E-04
1.39116E-05,-9.27734E-05
1.39128E-05,-2.49023E-04
1.39140E-05,-2.19727E-04
1.39152E-05,-4.88281E-06
1.39164E-05,-4.39453E-05
1.39176E-05,-2.09961E-04
1.39188E-05,-4.39453E-05
1.39200E-05,-1.31836E-04
1.39212E-05,-1.41602E-04
1.39224E-05,-7.32422E-05
1.39236E-05,-2.39258E-04
1.39248E-05,-7.32422E-05
1.39260E-05,-1.02539E-04
1.39272E-05,-2.58789E-04
1.39284E-05,-1.12305E-04
1.39296E-05,-2.49023E-04
1.39308E-05,-6.34766E-05
1.39320E-05,-9.27734E-05
1.39332E-05,-4.39453E-05
1.39344E-05,-7.32422E-05
1.39356E-05,-1.51367E-04
1.39368E-05,-5.37109E-05
1.39380E-05,-1.02539E-04
1.39392E-05,-2.00195E-04
1.39404E-05,-9.27734E-05
1.39416E-05,-1.31836E-04
1.39428E-05,-8.30078E-05
1.39440E-05,-6.34766E-05
1.39452E-05,-3.41797E-05
1.39464E-05,-3.41797E-05
1.39476E-05,8.30078E-05
1.39488E-05,-1.90430E-04
1.39500E-05,-1.46484E-05
1.39512E-05,4.88281E-06
1.39524E-05,-1.80664E-04
1.39536E-05,-1.22070E-04
1.39548E-05,-2.58789E-04
1.39560E-05,-1.12305E-04
1.39572E-05,-2.44141E-05
1.39584E-05,-1.12305E-04
1.39596E-05,-1.41602E-04
1.39608E-05,-1.02539E-04
1.39620E-05,-2.39258E-04
1.39632E-05,-1.41602E-04
1.39644E-05,-9.27734E-05
1.39656E-05,-1.51367E-04
1.39668E-05,-1.02539E-04
1.39680E-05,-1.12305E-04
1.39692E-05,-1.41602E-04
1.39704E-05,-6.34766E-05
1.39716E-05,-1.80664E-04
1.39728E-05,-1.80664E-04
1.39740E-05,-4.39453E-05
1.39752E-05,-1.70898E-04
1.39764E-05,-1.70898E-04
1.39776E-05,-7.32422E-05
1.39788E-05,-1.41602E-04
1.39800E-05,-2.09961E-04
1.39812E-05,5.37109E-05
1.39824E-05,-1.61133E-04
1.39836E-05,-1.41602E-04
1.39848E-05,-7.32422E-05
1.39860E-05,-1.41602E-04
1.39872E-05,-1.12305E-04
1.39884E-05,4.88281E-06
1.39896E-05,-3.41797E-05
1.39908E-05,-1.90430E-04
1.39920E-05,-3.41797E-05
1.39932E-05,-6.34766E-05
1.39944E-05,-1.22070E-04
1.39956E-05,-4.88281E-06
1.39968E-05,-3.41797E-05
1.39980E-05,-1.46484E-05
1.39992E-05,-4.88281E-06
1.40004E-05,-5.37109E-05
1.40016E-05,-7.32422E-05
1.40028E-05,-1.61133E-04
1.40040E-05,-9.27734E-05
1.40052E-05,-1.02539E-04
1.40064E-05,-2.39258E-04
1.40076E-05,-1.22070E-04
1.40088E-05,-2.88086E-04
1.40100E-05,-2.29492E-04
1.40112E-05,-1.12305E-04
1.40124E-05,-1.41602E-04
1.40136E-05,-1.02539E-04
1.40148E-05,-1.41602E-04
1.40160E-05,-8.30078E-05
1.40172E-05,-9.27734E-05
1.40184E-05,-2.29492E-04
1.40196E-05,-2.39258E-04
1.40208E-05,-1.70898E-04
1.40220E-05,-2.58789E-04
1.40232E-05,-1.41602E-04
1.40244E-05,7.32422E-05
1.40256E-05,-1.51367E-04
1.40268E-05,-1.90430E-04
1.40280E-05,-3.41797E-05
1.40292E-05,-2.49023E-04
1.40304E-05,-1.51367E-04
1.40316E-05,-1.70898E-04
1.40328E-05,-1.70898E-04
1.40340E-05,-7.32422E-05
1.40352E-05,-1.51367E-04
1.40364E-05,-2.29492E-04
1.40376E-05,-9.27734E-05
1.40388E-05,-2.49023E-04
1.40400E-05,-9.27734E-05
1.40412E-05,-3.41797E-05
1.40424E-05,-1.31836E-04
1.40436E-05,4.88281E-06
1.40448E-05,-2.49023E-04
1.40460E-05,-8.30078E-05
1.40472E-05,-1.31836E-04
1.40484E-05,-1.41602E-04
1.40496E-05,-1.80664E-04
1.40508E-05,-8.30078E-05
1.40520E-05,-9.27734E-05
1.40532E-05,-1.22070E-04
1.40544E-05,-1.41602E-04
1.40556E-05,-1.51367E-04
1.40568E-05,-2.58789E-04
1.40580E-05,-2.49023E-04
1.40592E-05,-1.12305E-04
1.40604E-05,-1.41602E-04
1.40616E-05,-5.37109E-05
1.40628E-05,-1.12305E-04
1.40640E-05,5.37109E-05
1.40652E-05,-1.22070E-04
1.40664E-05,-4.39453E-05
1.40676E-05,-2.00195E-04
1.40688E-05,-7.32422E-05
1.40700E-05,-1.31836E-04
1.40712E-05,-1.31836E-04
1.40724E-05,-1.61133E-04
1.40736E-05,-9.27734E-05
1.40748E-05,-2.68555E-04
1.40760E-05,-5.37109E-05
1.40772E-05,-1.41602E-04
1.40784E-05,-1.51367E-04
1.40796E-05,-1.51367E-04
1.40808E-05,-1.12305E-04
1.40820E-05,-2.19727E-04
1.40832E-05,-8.30078E-05
1.40844E-05,-1.41602E-04
1.40856E-05,-1.12305E-04
1.40868E-05,-8.30078E-05
1.40880E-05,-1.51367E-04
1.40892E-05,-1.41602E-04
1.40904E-05,-1.41602E-04
1.40916E-05,-1.46484E-05
1.40928E-05,-1.61133E-04
1.40940E-05,-1.12305E-04
1.40952E-05,-8.30078E-05
1.40964E-05,-3.41797E-05
1.40976E-05,-1.41602E-04
1.40988E-05,-7.32422E-05
1.41000E-05,-1.12305E-04
1.41012E-05,4.39453E-05
1.41024E-05,-1.02539E-04
1.41036E-05,-3.41797E-05
1.41048E-05,-1.51367E-04
1.41060E-05,-9.27734E-05
1.41072E-05,-1.02539E-04
1.41084E-05,-1.12305E-04
1.41096E-05,-1.31836E-04
1.41108E-05,-3.41797E-05
1.41120E-05,-1.46484E-05
1.41132E-05,-1.02539E-04
1.41144E-05,-1.31836E-04
1.41156E-05,-2.09961E-04
1.41168E-05,-1.12305E-04
1.41180E-05,-1.31836E-04
1.41192E-05,-2.19727E-04
1.41204E-05,-2.58789E-04
1.41216E-05,-2.68555E-04
1.41228E-05,-1.22070E-04
1.41240E-05,-1.02539E-04
1.41252E-05,-2.00195E-04
1.41264E-05,-1.80664E-04
1.41276E-05,-7.32422E-05
1.41288E-05,-1.12305E-04
1.41300E-05,-3.41797E-05
1.41312E-05,-9.27734E-05
1.41324E-05,-7.32422E-05
1.41336E-05,-1.70898E-04
1.41348E-05,-1.02539E-04
1.41360E-05,-4.39453E-05
1.41372E-05,-1.12305E-04
1.41384E-05,1.46484E-05
1.41396E-05,-1.41602E-04
1.41408E-05,5.37109E-05
1.41420E-05,-3.41797E-05
1.41432E-05,-1.22070E-04
1.41444E-05,-1.12305E-04
1.41456E-05,2.44141E-05
1.41468E-05,-1.02539E-04
1.41480E-05,-2.00195E-04
1.41492E-05,-7.32422E-05
1.41504E-05,1.46484E-05
1.41516E-05,-1.02539E-04
1.41528E-05,-1.12305E-04
1.41540E-05,-2.00195E-04
1.41552E-05,-6.34766E-05
1.41564E-05,-1.51367E-04
1.41576E-05,-1.41602E-04
1.41588E-05,-1.31836E-04
1.41600E-05,-5.37109E-05
1.41612E-05,-1.51367E-04
1.41624E-05,-1.41602E-04
1.41636E-05,-2.44141E-05
1.41648E-05,-1.70898E-04
1.41660E-05,-7.32422E-05
1.41672E-05,-8.30078E-05
1.41684E-05,-3.41797E-05
1.41696E-05,-2.78320E-04
1.41708E-05,-8.30078E-05
1.41720E-05,-2.09961E-04
1.41732E-05,-1.90430E-04
1.41744E-05,-6.34766E-05
1.41756E-05,-1.90430E-04
1.41768E-05,-7.32422E-05
1.41780E-05,-1.41602E-04
1.41792E-05,-1.90430E-04
1.41804E-05,-1.31836E-04
1.41816E-05,-6.34766E-05
1.41828E-05,-2.68555E-04
1.41840E-05,-4.88281E-06
1.41852E-05,-1.41602E-04
1.41864E-05,-1.80664E-04
1.41876E-05,-2.68555E-04
